comment,label,rate,Unnamed: 3,comment_clean
áo tệ quá.,NEG,1,,áo tệ quá
Thanks shop có quà tặng kèm theo.,POS,5,,thanks shop có quà tặng kèm theo
"Hàng ok, shop cập nhật thêm nhiều sp khác nhé.",POS,4,,hàng ok shop cập_nhật thêm nhiều sp khác nhé
"Áo chất mát mặc thích, nhưng form hơi rộng.",POS,4,,áo chất mát mặc_thích nhưng form hơi rộng
Tiền nào của đó cảm ơn.,NEU,3,,tiên nao cua_đo cam_ơn
"Sp y hinh, shop than thien.",POS,5,,sp y_hinh shop than thien
"Quạt mát và mạnh, đèn sáng vô cùng, nói chung rất đáng tiền, nên mua.",POS,5,,quạt_mát và mạnh đèn sáng vô_cùng nói_chung rất đáng tiền nên mua
Tệ cả chất lượng sp và dịch vụ!,NEG,1,,tệ cả chất_lượng sp và dịch_vụ
Shop giao sai màu Chất lượng sản phẩm rất kém Chất lượng sản phẩm rất kém Shop phục vụ rất kém Shop phục vụ rất kém Rất không đáng tiền Rất không đáng tiền.,NEG,1,,shop giao sai màu chất_lượng sản_phẩm rất kém chất_lượng sản_phẩm rất kém shop phục_vụ rất kém shop phục_vụ rất kém rất không đáng tiền rất không đáng tiền
"Son dưỡng môi tốt lắm , lại xinh lắm.",POS,5,,son_dương môi tôt_lăm lai xinh_lăm
"Túi đẹp , đáng tiền , gói hộp bên ngoài hơi tả tơi chút , nhưng dc cái có 2 lớp bọc kính bên ngoài nên k sao.",POS,4,,túi đẹp đáng tiền gói hộp bên ngoài hơi_tả tơi chút nhưng dc cái có 2 lớp bọc kính bên ngoài nên k sao
Đóng gói sản phẩm hút chân không và chắc chắn.,POS,5,,đóng_gói sản_phẩm hút chân_không và chắc_chắn
"không thể nói gì hơn ngoài 2 chữ tuyệt vời ạ, chắc chắn e sẽ mua tiếp ạ huhu áo đẹp quá thể đáng :(((.",NEU,3,,không_thể nói gì hơn ngoài 2 chữ tuyệt_vời ạ chắc_chắn e sẽ mua tiếp ạ huhu áo đẹp quá_thể đáng
"Mình nặng 47 kg đặt size L nhưng vừa vặn, nút gài quần ko dư luôn.",POS,5,,mình nặng 47 kg đặt size_l nhưng vừa vặn nút gài quần ko_dư luôn
Quần mới mà có chỗ hơi bị xù lông Đóng gói sản phẩm chắc chắn.,POS,4,,quần mới mà có chỗ hơi bị xù_lông đóng_gói sản_phẩm chắc_chắn
"ao size qua nho,52 kg dat size XL mac van chat o nguc.",NEG,1,,ao size qua nho52 kg dat size xl mac van chat o nguc
"Vải ok nhưng k dài như trong hình, áo hơi ngắn.",NEU,3,,vải ok nhưng k dài như trong hình áo_hơi ngắn
mới dùng chưa rõ tác dụng nhưng thấy cũng ổn.,NEU,3,,mới dùng chưa rõ tác_dụng nhưng thấy cũng ổn
"Áo rat dep, vai dep nữa, minh rat thích.",POS,4,,áo rat dep vai dep nữa_minh rat thích
"Giao sản phẩm không đúng mẫu, k đúng kiểu,.",NEG,2,,giao sản_phẩm không đúng mẫu k đúng kiểu
Chat luong san pham tot...from dep.,POS,5,,chat luong san_pham totfrom dep
Sẽ mua đồ của shop tiếp.,POS,5,,sẽ mua đồ của shop tiếp
Ao co 1sire ha shop.,NEU,3,,ao co 1 sire ha shop
"Kiểu đẹp, vải êm, shop phục vụ tốt 👍❤.",POS,5,,kiểu đẹp vải êm_shop phục_vụ tốt
Shop phục vụ rất tốt.,POS,5,,shop phục_vụ rất tốt
Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm rất đẹp và chắc chắn Shop phục vụ rất tốt Rất đáng tiền Thời gian giao hàng rất nhanh....viên uống có hiệu quả.,POS,5,,chất_lượng sản_phẩm tuyệt_vời đóng_gói sản_phẩm rất đẹp và chắc_chắn shop phục_vụ rất tốt rất đáng tiền thời_gian giao hàng rất nhanhviên uống có hiệu_quả
"Rất đáng tiền , kiến chết sạch k còn 1 con, thik lắm.",POS,5,,rất đáng tiền_kiến chết sạch k còn 1 con thik lắm
Áo xinh lắm..,POS,5,,áo xinh lắm
Shop tặng thêm miếng đắp mặt nạ nhưng mình k giám dùng vì nhìn hàng giống của Chanel (China).,NEU,3,,shop tặng thêm miếng đắp mặt_nạ nhưng mình k giám_dùng vì nhìn hàng giống của chanel china
Chất lượng sản phẩm rất kém Thời gian giao hàng rất chậm.,NEG,1,,chất_lượng sản_phẩm rất kém thời_gian giao hàng rất chậm
Áo dày dặn.,POS,4,,áo dày dặn
"Shop giao hàng ko đúng mẫu, chọn màu ghi giao màu hồng, không uy tín.",NEG,1,,shop giao hàng ko đúng mẫu chọn màu ghi giao màu hồng không uy_tín
Màu hơi ko giống ảnh.,NEU,3,,màu hơi ko giống ảnh
Sp như hình mỗi tội vải hơi mỏng.,NEU,3,,sp như hình mỗi tội vải hơi mỏng
Sản phẩm nhìn chắc chắn.,POS,5,,sản_phẩm nhìn chắc_chắn
"Sp đúng như mô tả , hỗ trợ nhiệt tình , vui vẻ.",POS,5,,sp đúng như mô_tả hỗ_trợ nhiệt_tình vui_vẻ
Hàng chuần hình.,NEU,3,,hàng chuần_hình
"Áo hơi mỏng, màu hơi tươi so với ảnh.",POS,4,,áo hơi mỏng màu hơi tươi so với ảnh
Đáng mua :) Đóng gói sản phẩm rất đẹp và chắc chắn.,POS,4,,đáng mua đóng_gói sản_phẩm rất đẹp và chắc_chắn
"Chất đẹp và ok lắm , mọi Ng ủng hộ cho shop nhiều dô nha.",POS,5,,chất đẹp và ok lắm mọi ng ủng_hộ cho shop nhiều dô nha
"Đóng gói sản phẩm rất đẹp và chắc chắn, bông hơi mỏng, ổn so với giá 25k, sẽ ủng hộ shop nữa.",POS,5,,đóng_gói sản_phẩm rất đẹp và chắc_chắn bông hơi mỏng_ổn so với giá 25 k sẽ ủng_hộ shop nữa
Giày đẹp lắm ❤️.,POS,5,,giày đẹp lắm
Nhìn qua thì đẹp mà mặc ko vừa.,NEU,3,,nhìn qua thì đẹp mà mặc ko vừa
"Chat luong sp ổn, hơp gia tiền.",NEU,3,,chat luong sp ổn hơp_gia tiền
áo đẹp!,POS,5,,áo đẹp
Chất lượng sản phẩm tuyệt vời Thời gian giao hàng chậm.,POS,4,,chất_lượng sản_phẩm tuyệt_vời thời_gian giao hàng chậm
Chất lượng sản phẩm tuyệt vời.,POS,5,,chất_lượng sản_phẩm tuyệt_vời
Chất lượng sản phẩm tuyệt vời Chất lượng sản phẩm tuyệt vời áo đẹp.,POS,5,,chất_lượng sản_phẩm tuyệt_vời chất_lượng sản_phẩm tuyệt_vời áo đẹp
rẻ mà đẹp.,POS,5,,rẻ mà đẹp
"Áo hơi nhỏ so với số ký nha, chất tam đc, phù hợp với giá tiền.",NEU,3,,áo hơi nhỏ so với số ký nha chất tam_đc phù_hợp với giá tiền
Vẫn cho shop 5 sao vì các b rất nhiệt tình.,POS,4,,vẫn cho shop 5 sao vì các b rất nhiệt_tình
Ưng hết sẩy.,POS,5,,ưng hết sẩy
Bảo đổi trả thì ko rep.,NEG,1,,bảo đổi trả thì ko rep
"Để size là 65kg trở lại mà e có 48-49kg, mặc bị chật 2 bên nách, bó vào siết đau, chất liệu mặc cũg khá mát.",NEG,2,,để size là 65 kg trở_lại mà e có 4849 kg mặc bị chật 2 bên nách bó vào siết đau chất_liệu mặc_cũg khá mát
Đẹp như hình ảnh shop đăng.,POS,5,,đẹp như hình_ảnh shop đăng
"Màu vàng xẫm, không tươi như trên hình, mặc lên tối da.",NEG,2,,màu vàng xẫm không tươi_như trên hình mặc lên tối da
Thanks shop nhiều!,POS,5,,thanks shop nhiều
"Chất vải đẹp, form áo đẹp.",POS,4,,chất vải đẹp form áo đẹp
"Chất lượng sản phẩm tuyệt vời, shop rất chuyên nghiệp.",POS,5,,chất_lượng sản_phẩm tuyệt_vời shop rất chuyên_nghiệp
"Sản phẩm như hình, phục vụ nhiệt tình, giao hàng đúng thời gian.",POS,5,,sản_phẩm như hình phục_vụ nhiệt_tình giao hàng đúng thời_gian
"Hàng đẹp, giá ưng.",POS,5,,hàng đẹp giá ưng
Like a chủ.,POS,5,,like a chủ
"Áo chất xấu hơn màu hồng, mình ko mặc đc vì cổ quá chặt, phải bỏ đi.",NEG,1,,áo chất xấu hơn màu hồng mình ko mặc đc vì cổ quá chặt phải bỏ đi
"Vải đẹp , đáng tiền lắm .",POS,4,,vải đẹp đáng tiền lắm
Chất vải đẹp nhưng đường may k đẹp lắm.,POS,4,,chất vải đẹp nhưng đường may_k đẹp lắm
Sản phẩm chưa mac da rách rồi.,NEG,1,,sản_phẩm chưa mac da_rách rồi
"Giao hàng nhanh, đóng gói đẹp.",POS,5,,giao hàng nhanh đóng_gói đẹp
"Áo đẹp, chất ok.",POS,4,,áo đẹp chất ok
"Chất đẹp, phom đẹp,giá quá rẻ so với chất lượng!",POS,4,,chất đẹp phom đẹpgiá quá rẻ so với chất_lượng
Giao sản phẩm rách như hình.,POS,4,,giao sản_phẩm rách như hình
Đóng gói sản phẩm rất đẹp và chắc chắn Shop phục vụ rất tốt Thời gian giao hàng nhanh Chất lượng sản phẩm tốt.,POS,5,,đóng_gói sản_phẩm rất đẹp và chắc_chắn shop phục_vụ rất tốt thời_gian giao hàng nhanh chất_lượng sản_phẩm tốt
Shop tư vấn siêu nhiệt tình.,POS,4,,shop tư_vấn siêu_nhiệt_tình
Đóng gói sản phẩm rất đẹp và chắc chắn.,POS,5,,đóng_gói sản_phẩm rất đẹp và chắc_chắn
Áo đẹp.,POS,5,,áo đẹp
Rất đáng tiền.,POS,5,,rất đáng tiền
Đi rất êm chân.,POS,4,,đi rất êm_chân
Chất lượng sản phẩm tốt Đóng gói sản phẩm chắc chắn Shop phục vụ khá tốt Đáng đồng tiền với giá sale.,POS,5,,chất_lượng sản_phẩm tốt đóng_gói sản_phẩm chắc_chắn shop phục_vụ khá tốt đáng đồng_tiền với giá sale
Minh dat tu size so 8 den size.,NEU,3,,minh dat tu_size so 8 den size
Đóng gói sản phẩm rất đẹp và chắc chắn Shop phục vụ rất tốt Thời gian giao hàng nhanh Đáng đồng tiền Chất lượng sản phẩm tốt.,POS,5,,đóng_gói sản_phẩm rất đẹp và chắc_chắn shop phục_vụ rất tốt thời_gian giao hàng nhanh đáng đồng_tiền chất_lượng sản_phẩm tốt
Phần zip trên túi k chắc chắn.,NEG,1,,phần zip trên túi k chắc_chắn
"Sp chất đẹp, như hình, đóng gói sp chắc chắn cẩn thận.",POS,4,,sp chất đẹp như hình đóng_gói sp chắc_chắn cẩn_thận
Chưa bao giờ hài lòng như thế khi mua hàng qua mạng.,POS,5,,chưa bao_giờ hài_lòng như_thế khi mua hàng qua mạng
Hàng thì đẹp và sáng khỏi chê.,POS,5,,hàng thì đẹp và sáng khỏi chê
"Giá rẻ nên chất vải tạm được, mặc cũng thoải mái.",POS,5,,giá rẻ nên chất vải tạm được mặc cũng thoải_mái
Cám ơn shop!,NEU,3,,cám_ơn shop
Đóng gói sản phẩm rất đẹp và chắc chắn.,POS,5,,đóng_gói sản_phẩm rất đẹp và chắc_chắn
"Hàng giống hình, đáng tiền.",POS,5,,hàng giống hình_đáng tiền
Mắc truất lắm cy ạ 😂.,POS,5,,mắc truất lắm cy ạ
Hàng co gian ít ko đc như y Đóng gói sản phẩm rất đẹp và chắc chắn.,NEG,2,,hàng co_gian ít ko_đc như y đóng_gói sản_phẩm rất đẹp và chắc_chắn
Áo ok.nhưng bị rách.,POS,4,,áo oknhưng bị rách
Đậm quá.,POS,4,,đậm quá
Hài lòng hơn mong đợi.,POS,5,,hài_lòng hơn mong_đợi
"Shop giao hàng rất nhanh, cách soạn hàng dễ thương.",POS,5,,shop giao hàng rất nhanh cách soạn hàng dễ_thương
Hình màu trắng ..,NEG,1,,hình màu trắng
Không phải vải thun như miêu tả.,NEG,2,,không phải vải thun như miêu_tả
"San pham dung mieu ta, anh sang ok, nhung kg duoc gom cho lam.",NEU,3,,san pham_dung mieu ta anh sang ok nhung kg duoc_gom cho lam
Minh hai long.,POS,5,,minh hai long
Thời gian giao hàng rất nhanh.,POS,5,,thời_gian giao hàng rất nhanh
Hộp bằng sắt.,NEG,2,,hộp bằng sắt
Chất liệu đẹp nhưng viền cúc áo không được thẳng.,POS,4,,chất_liệu đẹp nhưng viền cúc áo không được thẳng
Đóng gói sản phẩm rất đẹp và chắc chắn Thời gian giao hàng rất nhanh Shop phục vụ rất tốt Shop phục vụ rất tốt.,POS,5,,đóng_gói sản_phẩm rất đẹp và chắc_chắn thời_gian giao hàng rất nhanh_shop phục_vụ rất tốt_shop phục_vụ rất tốt
"Áo đẹp y hình.Chị chủ shop xg,zt tư vấn nhiệt tình lém ạ....quý chị lắm lun😍😍😍 Cảm ơn chị!",POS,5,,áo đẹp y_hìnhchị chủ shop xgzt tư_vấn nhiệt_tình lém ạquý chị lắm lun cảm_ơn chị
Tuy nhiên thời gian giao hàng còn chậm.,NEG,2,,tuy_nhiên thời_gian giao hàng còn chậm
Chất lượng sản phẩm tuyệt vời.,POS,5,,chất_lượng sản_phẩm tuyệt_vời
giày đẹp phù hợp giá tiền.,POS,5,,giay đep_phu hơp gia_tiên
chất lượng cx tạm ổn.,NEU,3,,chất_lượng cx tạm ổn
Cũng tạm dc .,NEU,3,,cũng tạm dc
"Chất lượng sản phẩm tuyệt vời , rẻ đẹp 😍.",POS,5,,chất_lượng sản_phẩm tuyệt_vời rẻ đẹp
Màn ok lắm như mới mua vậy đó giá 1tr6 là quá Rẻ Ae nên uh shop.,POS,5,,màn ok lắm như mới mua vậy đó giá 1 tr6 là quá rẻ ae nên uh shop
"Chất hơi nóng, mình nhìn trong hình giống cotton cơ mà không phải.",NEG,2,,chất hơi nóng mình nhìn trong hình giống cotton_cơ mà không phải
Thời gian giao hàng nhanh.,POS,5,,thời_gian giao hàng nhanh
Sản phẩm rất đẹp.,POS,5,,sản_phẩm rất đẹp
Đóng gói sản phẩm rất đẹp và chắc chắn.,POS,5,,đóng_gói sản_phẩm rất đẹp và chắc_chắn
Vì mình cần gấp nên shop coa hàng là gửi luôn cho mình 😚😚.,POS,4,,vì mình cần gấp nên shop coa hàng là gửi luôn cho mình
Sẽ ủng hộ shop.,POS,5,,sẽ ủng_hộ shop
Đóng gói sản phẩm rất đẹp và chắc chắn Thời gian giao hàng rất nhanh Thời gian giao hàng rất nhanh Rất đáng tiền Đóng gói sản phẩm rất đẹp và chắc chắn.,POS,5,,đóng_gói sản_phẩm rất đẹp và chắc_chắn thời_gian giao hàng rất nhanh thời_gian giao hàng rất nhanh rất đáng tiền đóng_gói sản_phẩm rất đẹp và chắc_chắn
Chất lượng sản phẩm tuyệt vời Shop phục vụ rất tốt Rất đáng tiền Thời gian giao hàng rất nhanh❤️❤️❤️.,POS,5,,chất_lượng sản_phẩm tuyệt_vời shop phục_vụ rất tốt rất đáng tiền thời_gian giao hàng rất nhanh
Khác xa so ảnh.,NEG,1,,khác xa so ảnh
"Chất lượng sản phẩm tuyệt vời, giao hàng nhanh, shop phục vụ rất tốt.",POS,5,,chất_lượng sản_phẩm tuyệt_vời giao hàng nhanh_shop phục_vụ rất tốt
Ko muốn quay lại.,NEG,1,,ko muốn quay lại
Rất đáng tiền. chất ok.,POS,4,,rất đáng tiền chất ok
Sai mẫu đặt.,NEG,1,,sai mẫu đặt
Chất lượng sản phẩm tuyệt vời Thời gian giao hàng rất nhanh Rất đáng tiền.,POS,5,,chất_lượng sản_phẩm tuyệt_vời thời_gian giao hàng rất nhanh rất đáng tiền
"Shop phục vụ rất tốt, Đóng gói sản phẩm rất đẹp và chắc chắn, Rất đáng tiền.",POS,5,,shop phục_vụ rất tốt đóng_gói sản_phẩm rất đẹp và chắc_chắn rất đáng tiền
Shop phục vụ rất tốt.,POS,5,,shop phục_vụ rất tốt
Chat luon san pham tuyet voi ..nhung ao hoi bi nhăng..,POS,4,,chat luon san_pham tuyet voi nhung ao_hoi bi_nhăng
"Vưa ý lam, Rất đáng tiền.5 sao.",POS,5,,vưa ý_lam rất đáng tiền5 sao
Chắc chắn sẽ ủng hộ shop thêm nữa 😊.,POS,5,,chắc_chắn sẽ ủng_hộ shop thêm nữa
Sp kém chất lượng.,NEG,1,,sp kém chất_lượng
Chất lượng sản phẩm kém.,NEG,1,,chất_lượng sản_phẩm kém
"Tất siêu cute, sẽ sắm vài sét dùng dần.",POS,4,,tất siêu_cute sẽ sắm vài sét dùng dần
So đẹp so với giá tiền.,POS,4,,so đẹp so với giá tiền
"Mua shop chị Vân Anh thì miễn chê, mà chị uy tín lúc nào cũng gửi đúng hàng.",POS,5,,mua shop chị vân anh thì miễn_chê mà chị uy_tín lúc_nào cũng gửi đúng hàng
tuyệt cú mèo😂 cảm ơn shop.,POS,5,,tuyệt_cú mèo cảm_ơn shop
"Chất lượng sản phẩm rất kém, lỗi chỉ rất nhiều.",POS,5,,chất_lượng sản_phẩm rất kém lỗi chỉ rất nhiều
Thôi thì với cái áo này cũng chấp nhận với cái giá 72k.,NEU,3,,thôi thì với cái áo này cũng chấp_nhận với cái giá 72 k
Mà vải thun ko phải sơ mi.,NEG,2,,mà vải thun ko phải sơ_mi
E cảm ơn!,NEU,3,,e cảm_ơn
Thời gian giao hàng rất nhanh.,POS,5,,thời_gian giao hàng rất nhanh
Đóng gói sản phẩm rất đẹp và chắc chắn.,POS,5,,đóng_gói sản_phẩm rất đẹp và chắc_chắn
Cũng đượ c.,NEU,3,,cũng đượ c
Sẽ ủng hộ shop dài dài.,POS,5,,sẽ ủng_hộ shop dài dài
K mệt lắm nhưng đi tiểu nhiều.,NEU,3,,k mệt lắm nhưng đi_tiểu nhiều
Máy chơi ok lám shop có điều màn hình hơi bẩn 1 mình phải lău mãi chắc do là xốp trắng .,NEU,3,,máy chơi ok lám_shop có_điều màn_hình hơi bẩn 1 mình phải lău mãi chắc do là xốp trắng
Vải co dãn không như ý muốn.,NEU,3,,vải co_dãn không như ý_muốn
Shop gửi size to quá không mặc được.,NEG,2,,shop gửi size to quá không mặc được
"Chat luong dk ,nhug lay nham co rong qua.",POS,4,,chat luong dk nhug lay_nham co_rong qua
"Đẹp, chất êm lại còn rẻ, có co dãn ai cao trên 1m6 mặc là chuẩn luôn.",POS,5,,đẹp chất êm lại còn rẻ có co_dãn ai cao trên 1 m6 mặc là chuẩn luôn
"Áo y hình , lên dáng đẹp khỏi bàn 😘😘😘.",POS,4,,áo y_hình lên_dáng đẹp khỏi bàn
Tuy hơi mỏng nhưng hình đẹp.,POS,4,,tuy hơi mong nhưng hinh đep
